id,text
352,"Hollywood Ending is not show-stoppingly hilarious , but scathingly witty nonetheless ."
353,"A compelling yarn , but not quite a ripping one ."
354,"On the Granger Movie Gauge of 1 to 10 , The Powerpuff Girls is a fast , frenetic , funny , even punny 6 -- aimed specifically at a grade-school audience ."
355,The film has several strong performances .
356,"I 've never bought from telemarketers , but I bought this movie ."
357,"Perfectly pitched between comedy and tragedy , hope and despair , About Schmidt instead comes far closer than many movies to expressing the way many of us live -- someplace between consuming self-absorption and insistently demanding otherness ."
358,"( Shyamalan ) turns the goose-pimple genre on its empty head and fills it with spirit , purpose and emotionally bruised characters who add up to more than body count ."
359,"A sexy , peculiar and always entertaining costume drama set in Renaissance Spain , and the fact that it 's based on true events somehow makes it all the more compelling ."
360,An entertaining documentary that freshly considers arguments the Bard 's immortal plays were written by somebody else .
361,"A highly spirited , imaginative kid 's movie that broaches neo-Augustinian theology : Is God stuck in Heaven because He 's afraid of His best-known creation ?"
362,"Call it magic realism or surrealism , but Miss Wonton floats beyond reality with a certain degree of wit and dignity ."
363,Raimi and his team could n't have done any better in bringing the story of Spider-Man to the big screen .
364,The director explores all three sides of his story with a sensitivity and an inquisitiveness reminiscent of Truffaut .
365,"Well-acted , well-directed and , for all its moodiness , not too pretentious ."
366,It 's a satisfying summer blockbuster and worth a look .
367,Boomers and their kids will have a Barrie good time .
368,Real Women Have Curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by Ferrera and Ontiveros .
369,"Ultimately , `` MIB II '' succeeds due to its rapid-fire delivery and enough inspired levity that it ca n't be dismissed as mindless ."
370,Stage director Sam Mendes showcases Tom Hanks as a depression era hit-man in this dark tale of revenge .
371,"Sitting in the third row of the IMAX cinema at Sydney 's Darling Harbour , but I sometimes felt as though I was in the tiny two seater plane that carried the giant camera around Australia , sweeping and gliding , banking and hovering over some of the most not"
372,"What 's so fun about this silly , outrageous , ingenious thriller is the director 's talent ."
373,Watching a Brian DePalma movie is like watching an Alfred Hitchcock movie after drinking twelve beers .
374,"Strip it of all its excess debris , and you 'd have a 90-minute , four-star movie ."
375,"As it is , it 's too long and unfocused ."
376,An immensely entertaining look at some of the unsung heroes of 20th century pop music .
377,"This familiar rise-and-fall tale is long on glamour and short on larger moralistic consequences , though it 's told with sharp ears and eyes for the tenor of the times ."
378,This beautifully animated epic is never dull .
379,Brian Tufano 's handsome widescreen photography and Paul Grabowsky 's excellent music turn this fairly parochial melodrama into something really rather special .
380,"It makes compelling , provocative and prescient viewing ."
381,A thoroughly entertaining comedy that uses Grant 's own twist of acidity to prevent itself from succumbing to its own bathos .
382,"Using a stock plot , About a Boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater ."
383,But it 's defiantly and delightfully against the grain .
384,"The hard-to-predict and absolutely essential chemistry between the down-to-earth Bullock and the nonchalant Grant proves to be sensational , and everything meshes in this elegant entertainment ."
385,"A positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a Shakespearean tragedy or a juicy soap opera ."
386,"Mr. Clooney , Mr. Kaufman and all their collaborators are entitled to take a deep bow for fashioning an engrossing entertainment out of an almost sure-fire prescription for a critical and commercial disaster ."
387,"Definitely funny stuff , but it 's more of the ` laughing at ' variety than the ` laughing with . '"
388,Easily the most thoughtful fictional examination of the root causes of anti-Semitism ever seen on screen .
389,"A real winner -- smart , funny , subtle , and resonant ."
390,"Family portrait of need , neurosis and nervy negativity is a rare treat that shows the promise of digital filmmaking ."
391,"Uplifting as only a document of the worst possibilities of mankind can be , and among the best films of the year ."
392,The film has a terrific look and Salma Hayek has a feel for the character at all stages of her life .
393,A decided lack of spontaneity in its execution and a dearth of real poignancy in its epiphanies .
394,The performances are remarkable .
395,"It 's Burns ' visuals , characters and his punchy dialogue , not his plot , that carry waydowntown ."
396,"As literary desecrations go , this makes for perfectly acceptable , occasionally very enjoyable children 's entertainment ."
397,"You 'll forget about it by Monday , though , and if they 're old enough to have developed some taste , so will your kids ."
398,"While I ca n't say it 's on par with the first one , Stuart Little 2 is a light , fun cheese puff of a movie ."
